track_id,artists,album_name,name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,music_genre
1wUCk6Nh4c8XLAG0NdNIU5,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - All Day Classics,"Overture and Three Contredanses, K.106: Overture in D, K.106",16,59760,False,0.56,0.247,2,-13.534,1,0.0601,0.924,0.957,0.0918,0.69,147.246,4,Classical
68xC2JQSgK9L43IkW7UvNT,Pyotr Ilyich Tchaikovsky;Daniel Hope;Zürcher Kammerorchester,Relajación y siestas,"Serenade for String Orchestra in C Major, Op. 48, TH 48: II. Waltz. Moderato. Tempo di Valse",0,242680,False,0.232,0.184,7,-20.299,1,0.0452,0.917,0.916,0.126,0.254,89.624,3,Classical
26Dme5GkC1yX4P2QU9V6Sk,Sergei Rachmaninoff;Talistrio,"Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: I. Moderato - Allegro vivace",0,1371693,False,0.175,0.0869,2,-20.248,0,0.0427,0.955,0.251,0.0783,0.0345,78.113,4,Classical
5LgUfywU5AIOvSKrZgOKQL,Wolfgang Amadeus Mozart;The English Concert;Trevor Pinnock,Mozart - All Day Classics,"Symphony No. 24 in B Flat, K.182: 3. Allegro",8,87866,False,0.589,0.243,10,-16.728,1,0.0635,0.938,0.951,0.0875,0.672,110.947,4,Classical
3g8SjOiYhb67sSPAKP0v88,Johann Sebastian Bach;Frederic Rosselet,Yarlung Records: Fifteen Years,"Cello Suite No. 3, BWV 1009: I. Prelude",0,165947,False,0.405,0.186,11,-21.802,1,0.0565,0.931,0.866,0.219,0.609,110.747,4,Classical
39jBzZcMJMxhAhPg8SYvnj,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 21, Marche des Davidsbündler contre les Philistins (Live in Japan, 2022)",0,209840,False,0.416,0.211,8,-18.044,1,0.0537,0.994,0.828,0.114,0.28,149.94,4,Classical
5Wr9eVJ9Ccpx6uYTLETkbk,Ludwig van Beethoven;Wiener Philharmoniker;Andris Nelsons,Classical Running,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",0,308240,False,0.283,0.139,5,-18.546,1,0.0476,0.931,0.841,0.54,0.334,158.524,1,Classical
5IDS56FCiyNOvxpb4Qlnlg,Priya Sisters,Lalitha Pancharatnam,Lalitha Pancharatnam,40,331668,False,0.67,0.378,4,-6.312,1,0.0311,0.835,0.0,0.0999,0.479,102.968,4,Classical
4r4kqIofeGj6lms3R5m8Y0,Dmitri Shostakovich;Ares Trio,Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2,Piano Trio No. 2 in E Minor: III. Largo,1,378378,False,0.0819,0.0132,0,-25.217,1,0.0494,0.964,0.647,0.12,0.032,82.637,4,Classical
1cRfzLJapgtwJ61xszs37b,Franz Liszt;YUNDI,Relajación y siestas,"Liebeslied (Widmung), S. 566",0,218346,False,0.163,0.0368,8,-23.149,1,0.0472,0.991,0.899,0.107,0.0387,69.442,3,Classical
367ORcqkmIh0KCnb6KqREY,Pyotr Ilyich Tchaikovsky;Paris Conservatoire Orchestra;Anatole Fistoulari,Clásica para los niños de hoy,"Nutcracker Suite, Op. 71a: Chinese Dance (Tea)",0,70920,False,0.523,0.224,10,-19.966,1,0.0403,0.771,0.00984,0.0518,0.961,110.157,4,Classical
2N4YbJg96OG37pQZkviVFv,Ryuichi Sakamoto;Lang Lang,Klassische Weihnachtsmusik,Merry Christmas Mr. Lawrence (Arr. for Piano),0,336200,False,0.403,0.185,10,-20.519,0,0.0417,0.962,0.911,0.0958,0.162,104.517,3,Classical
4BMHp3DkI8VLsuB9Kr0pzu,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Divenire (Deluxe Edition),Primavera,62,442400,False,0.231,0.206,0,-13.593,0,0.0332,0.965,0.856,0.17,0.136,141.628,3,Classical
5ljHk6rwIFtX83jenOl8Q3,Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben,Classical Christmas,"Der Nussknacker, Op. 71: Schneeflockenwalzer",0,387333,False,0.39,0.248,2,-14.52,0,0.0411,0.986,0.92,0.104,0.15,94.64,4,Classical
257SoE95qEweGItCB9Q5rE,Hildur Guðnadóttir,Joker (Original Motion Picture Soundtrack),Call Me Joker,46,288800,False,0.199,0.319,2,-14.43,1,0.0334,0.00513,0.893,0.144,0.0462,120.772,4,Classical
2cEOeF7kmKInfVrk2A3yQU,Andrea Bocelli,Ya huele a buñuelos,Santa Claus llegò a la ciudad,0,214151,False,0.347,0.499,10,-7.596,1,0.0344,0.756,0.0,0.183,0.345,133.872,4,Classical
4f5ric0iKfsjcxtAr0BFfG,Wolfgang Amadeus Mozart;Wilhelm Kempff;Berliner Philharmoniker;Ferdinand Leitner,Clásica para los niños de hoy,"Piano Concerto No. 27 in B-Flat Major, K. 595: II. Larghetto",0,451000,False,0.261,0.0201,3,-25.726,1,0.039,0.99,0.895,0.108,0.0913,139.811,4,Classical
6csdf0ta8g9IRbJwO4CBDb,Wolfgang Amadeus Mozart;Christoph Eschenbach,Mozart - All Day Classics,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 1",9,77133,False,0.462,0.109,9,-25.548,1,0.0643,0.995,0.841,0.0925,0.565,125.665,4,Classical
4FcMVYbK3QvacUKVCZYusj,Pyotr Ilyich Tchaikovsky;Boston Symphony Orchestra;Seiji Ozawa,Weihnachten Klassik 2022,"The Nutcracker, Op. 71, TH.14 / Act 1: No. 2 March",0,145013,False,0.615,0.194,4,-20.573,0,0.0393,0.973,0.808,0.12,0.589,75.981,4,Classical
4mHXmiEElvvB137jsGnzEa,Giacomo Puccini;Luciano Pavarotti;The John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,Silvia Colloca - Sing Like An Italian,"Turandot, SC 91: Nessun dorma",0,182158,False,0.232,0.235,2,-14.975,1,0.0404,0.955,0.00122,0.0896,0.0973,113.492,3,Classical
5sPsANAMyZijdGhEABiBLG,Wolfgang Amadeus Mozart;Giuseppe Greco,"Mozart: Piano Sonatas, Vol. 5 - K. 540, 494, 545, 570 & 576","Piano Sonata No. 15 in F Major, K. 533: II. Andante",7,397980,False,0.364,0.017,10,-29.337,1,0.044,0.992,0.889,0.0847,0.0929,135.551,4,Classical
35HIvMiqOB6hPisSOAX6Sr,Erik Satie;Alice Sara Ott,Relajación y siestas,3 Gymnopédies: No. 1 Lent et douloureux,0,205280,False,0.448,0.00609,7,-38.376,1,0.184,0.994,0.936,0.0749,0.201,76.323,4,Classical
7mOGLFitvkIyK6xix2xo1m,Wolfgang Amadeus Mozart;Ingrid Haebler;Ludwig Hoffmann,Mozart: Complete Variations for Piano,"Sonata for Piano 4 Hands in C Major, K. 19d: III. Rondo (Allegretto)",2,225293,False,0.457,0.0888,0,-24.985,1,0.051,0.992,0.917,0.131,0.391,125.826,4,Classical
7h5pDH0iwJH7pylIlhNjVW,Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr,Klassische Weihnachtsmusik,"Der Nussknacker, Op. 71: Marsch der Zinnsoldaten",0,164640,False,0.585,0.309,4,-12.274,0,0.0945,0.992,0.918,0.0558,0.578,134.927,4,Classical
5aGhOb4iwTbfrgxQGjGwyC,Franz Schubert;Mischa Maisky;Pavel Gililov,Classical Christmas 2022,"Ave Maria, ""Ellens Gesang III"", Op.52 No.6, D.839 (Arr. Johannes Palaschko)",0,335666,False,0.0918,0.0325,8,-26.707,1,0.0494,0.995,0.864,0.109,0.0393,68.958,1,Classical
6APAPsBCutqTFJ9OFTbeCa,Bombay Jayashri,Kaakha Kaakha (Original Motion Picture Soundtrack),Ondra Renda,59,306626,False,0.642,0.562,9,-9.304,0,0.0607,0.584,0.0,0.104,0.671,149.82,4,Classical
7dtxV1gbo3kWHiBhFywD7v,Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,Mozart - All Day Classics,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",7,90786,False,0.33,0.0423,3,-23.181,1,0.0496,0.99,0.868,0.108,0.284,86.81,4,Classical
5pl3wsilqIY02ZmrjMNkYy,Dustin O'Halloran;Bryan Senti,Weihnachten Klassik 2022,What Gently Flutters,0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,Classical
5EE1IDPjm2vQ4sYqXEdM0s,Frédéric Chopin;Wilhelm Kempff,Clásica para los niños de hoy,"Berceuse in D-Flat Major, Op. 57",0,286466,False,0.368,0.0334,1,-30.83,1,0.0326,0.987,0.939,0.135,0.128,97.2,4,Classical
1lOhnZV1VVicEMHDEsUXVQ,Wolfgang Amadeus Mozart;Erik Smith,Mozart - Inspiring Classics,"Minuet in F, K.1d",3,79360,False,0.478,0.185,5,-16.501,1,0.037,0.693,0.907,0.0665,0.941,103.495,3,Classical
6SUjrqo7n9EtXpb4js3CyX,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,Mozart: Piano Concertos Nos. 14-21,"Piano Concerto No. 16 in D Major, K. 451: III. Rondeau (Allegro di molto)",4,403960,False,0.411,0.185,2,-20.142,1,0.0333,0.983,0.925,0.0565,0.388,138.53,4,Classical
0vbLlw450iyA4eiJoB0pd4,Johannes Brahms;Jessye Norman;Daniel Barenboim;Wolfram Christ,Klassische Weihnachtsmusik,"Geistliches Wiegenlied, Op. 91, No. 2",0,371666,False,0.204,0.0281,5,-27.284,1,0.0445,0.985,0.00233,0.114,0.0984,97.274,4,Classical
4AKUmRJmSyi0uwiP6HxKzG,Claude Debussy;Jacques Février,Clásica para los niños de hoy,"Préludes / Book 1, L.117: 8. La fille aux cheveux de lin",0,129132,False,0.416,0.00701,6,-31.421,1,0.0558,0.995,0.952,0.078,0.234,72.341,4,Classical
4EIJ9YQyQxd3m7qDjfp3WW,Wolfgang Amadeus Mozart;Martha Argerich;Stephen Kovacevich,Mozart - All Day Classics,"Andante And Five Variations For Piano Duet In G, K.501: Variation 1",17,59733,False,0.392,0.127,7,-28.807,1,0.0388,0.985,0.935,0.188,0.626,146.442,4,Classical
7CHuc0KVjrKeKbEHWErN5F,Franz Schubert;Harriet Krijgh;Magda Amara,The Best Classical Playlist,"Am Tage aller Seelen, D. 343, ‘Litanei auf das Fest aller Seelen’",0,228920,False,0.169,0.0413,3,-27.419,1,0.0474,0.994,0.958,0.12,0.0431,90.832,3,Classical
48ZzmYIUdGCOZabZlSdBXi,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Piano Sonata in E Minor, Op. 7: III. Alla menuetto",0,203426,False,0.428,0.119,4,-24.668,1,0.0374,0.952,0.000416,0.429,0.248,79.497,4,Classical
040CvqW0wo3b77EBRfgC14,Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam,Mozart - A Classical Dawn,"Andante and allegretto for Piano and Violin in C, K.404: 2. Allegretto",6,84653,False,0.446,0.106,7,-21.427,1,0.0459,0.987,0.696,0.101,0.844,157.273,4,Classical
2A5Q9jtBDkLa5ZUhkHugQx,Bade Ghulam Ali Khan;Shreya Ghoshal,Delhi-6,Bhor Bhaye,31,196951,False,0.421,0.637,3,-10.072,1,0.0764,0.848,7.74e-05,0.298,0.514,123.427,4,Classical
3ZDlAqVNvGOVluvCXp2M30,Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr,Klassische Weihnachtsmusik,"Der Nussknacker, Op. 71: Ouvertüre",0,193733,False,0.707,0.261,5,-14.57,1,0.0559,0.994,0.904,0.0724,0.576,117.466,4,Classical
7eLOzWaZQ6nwC0hzkyAecf,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - A Classical Dawn,"The London Sketchbook, K. 15a-ss (arr. and/or orch. E. Smith) - Three Contredanses: in F, K.33B (added by E. Smith)",9,76000,False,0.432,0.0223,5,-31.554,1,0.0555,0.983,0.875,0.178,0.921,180.084,4,Classical
3jGCVfvapPHeSJCMh3HWdq,Wolfgang Amadeus Mozart;Richard Fuller;Wiener Philharmoniker;James Levine,Mozart: A Night of Classics,"Symphony No. 5 in B flat, K.22: 3. Molto Allegro",11,85400,False,0.549,0.249,10,-20.592,1,0.051,0.971,0.893,0.0856,0.496,118.72,4,Classical
6QqbVfQ2d0IEfWMLWzKSMJ,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Classical Christmas 2022,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,Classical
1gHJ8Y9xdcOPfg5tyBIL40,Johann Sebastian Bach;Lang Lang,Weihnachten Klassik 2022,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0,157400,False,0.499,0.059,7,-20.969,1,0.0546,0.995,0.89,0.0889,0.171,82.472,4,Classical
6kcCBD1mbFjH2Giip16Oze,Wolfgang Amadeus Mozart;Erik Smith,Mozart: A Night of Classics,"Modulierendes Präludium, K.deest",6,98000,False,0.278,0.145,9,-29.531,0,0.0394,0.807,0.004,0.271,0.61,90.405,4,Classical
3ZtIwbJDYiJNeJEs2CuvKV,Ramesh Mishra,Popular Covers - Saregama And Pehchan Music Vol - 4,Meri Sansaon Main Basa Hai,45,141061,False,0.4,0.148,0,-12.625,1,0.0341,0.95,0.0,0.132,0.486,70.628,4,Classical
5Bf429E3Gk33xOsLtLP9ky,Sirkazhi Govindarajan,Vinayagar - Murugan Songs Tamil Devotionl -Revival,Kaakkum Kadavul Revival,31,208744,False,0.517,0.615,2,-10.977,1,0.0581,0.842,0.0036,0.221,0.756,100.016,4,Classical
3Sp0aNnZVecWYdQgMyFP53,Frédéric Chopin;Vitaly Margulis,Refreshing Piano,"Waltzes, Op. 64: No. 1, Molto vivace in D-Flat Major ""Minute Waltz""",0,113120,False,0.389,0.126,1,-23.669,1,0.0386,0.991,0.883,0.21,0.467,123.993,4,Classical
1T7UPmoSTpKbxQwiHJLXGW,Veena Sahasrabuddhe,Mahamrityunjaya Shiva - Sacred Morning Mantras,Stotra - Bhawani Shankarau Vande,37,89880,False,0.257,0.374,3,-7.133,1,0.028,0.946,3.33e-06,0.3,0.268,136.999,4,Classical
4MxINUCf7UUk828RW3EbES,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 19, Was durch seine Blüte der Lenz",0,143213,False,0.377,0.017,11,-30.852,0,0.0453,0.95,0.0,0.181,0.211,103.907,4,Classical
1rVLsWkUSV11ieqK5oriAk,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Alceo Galliera,Mozart: Piano Concertos Nos. 22-27,"Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",2,561626,False,0.398,0.126,0,-21.503,1,0.0341,0.99,0.924,0.0788,0.376,83.26,4,Classical
6OtqRo9wsVAtYhpDjWB7Di,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - All Day Classics,"12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 7. Variation VI",15,61800,False,0.519,0.199,3,-22.841,1,0.0334,0.995,0.939,0.111,0.581,92.138,4,Classical
3mCrcsHhchjnu5Eph2X0qM,Wolfgang Amadeus Mozart;Mikhail Pletnev,Clásica para los niños de hoy,"Piano Sonata No. 11 In A, K.331 -""Alla Turca"": 1. Thema (Andante grazioso) con variazioni 1 - 6",0,373000,False,0.314,0.0401,9,-29.715,1,0.0583,0.994,0.903,0.0983,0.386,170.693,5,Classical
5fJD7wh9yoSTpl9d5rgl7l,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Theory of Everything,64,68691,False,0.421,0.118,2,-17.703,1,0.0408,0.842,0.938,0.115,0.175,104.03,4,Classical
5UjWlEX3CalR4eFkXjJ2AS,Hania Rani;Dobrawa Czocher,Classical Running,Con Moto,0,304230,False,0.494,0.366,7,-21.035,0,0.0292,0.939,0.831,0.0882,0.613,145.047,4,Classical
7mrXUomrmXRRVAJSNoliY6,Orchestre Symphonique de Montréal;Andrew Wan;Kent Nagano,Anthems for Witches 2022,"Danse Macabre, Op. 40, R.171",0,442693,False,0.371,0.131,7,-23.899,0,0.0422,0.898,0.925,0.0847,0.0656,106.872,4,Classical
3I55ELqZhwcW022mXBontJ,Sanjay Subrahmanyan,Gems of Carnatic Music: Sanjay Subrahmanyan (Live in Concert 2005),Kakkai Chiraginile - Desh - Adi - Live,32,375605,False,0.39,0.282,9,-13.524,1,0.0493,0.891,0.000111,0.124,0.297,155.877,4,Classical
4r61dWOVO2YU5GXwJDgITe,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - A Classical Dawn,"Sonata for Piano and Violin in E flat, K.481: 3d. Variation 3",10,61866,False,0.445,0.117,3,-24.412,1,0.0362,0.992,0.847,0.131,0.595,79.216,4,Classical
1SZp7sIqzHHh1YMaMu8FL2,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - A Classical Dawn,"12 Variations on an Allegretto in B Flat, K.500: 11. VariatiIon X",9,64379,False,0.372,0.0722,10,-24.857,1,0.0331,0.993,0.898,0.0886,0.324,100.924,4,Classical
4g5gY2cBL8jg0AlArNCqjy,Franz Liszt;Daniil Trifonov,Relajación y siestas,"3 Études de Concert, S. 144: No. 3 in D-Flat Major ""Un sospiro""",0,319346,False,0.238,0.0568,1,-26.529,1,0.0409,0.984,0.91,0.0953,0.0335,68.981,4,Classical
0zqWV67DuqFzLXiLJsAk9Z,Rakesh Chaurasia,Krishna Aur Kans,Enchanting Flute,50,197500,False,0.445,0.328,2,-14.203,1,0.0281,0.846,0.866,0.075,0.175,99.989,4,Classical
2VZakpiFfyqau8UkFzBfu2,T. M. Krishna,Nottusvara Sahityas: T.M. Krishna,Guruguha Padapankaja,33,91040,False,0.567,0.606,7,-8.656,1,0.0611,0.943,0.0,0.129,0.969,139.848,3,Classical
38fc9FLasK6nmWmT3OJVIn,Ram Narayan;Suresh Talwalkar;François Auboux,North India: The Art of the Sarangi,Raga Baïragi-Bhaïrav - Drut Tîn-Tal,38,152840,False,0.414,0.328,10,-19.644,0,0.0661,0.86,0.828,0.164,0.79,145.715,3,Classical
4GdCiwOXIpmQGUWl5XBqyr,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - Inspiring Classics,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. I",6,55613,False,0.308,0.0647,7,-24.599,0,0.0446,0.994,0.971,0.178,0.769,179.916,4,Classical
7isF5XwomUnRiSLIKgeg9w,Wolfgang Amadeus Mozart;Berliner Philharmoniker;Karl Böhm,Mozart: A Night of Classics,"Die Zauberflöte, K. 620 / Zweiter Aufzug: Marsch der Priester",8,86333,False,0.248,0.0464,5,-30.37,1,0.0352,0.982,0.952,0.236,0.157,87.447,4,Classical
2tghg1SLNm8FZTUljfs49l,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 9, Papillons (Live in Japan, 2022)",0,47360,False,0.294,0.0623,10,-31.21,1,0.0414,0.995,0.869,0.116,0.649,76.249,4,Classical
0A5Dar0JoHJSWQ1I4yuxAN,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 6. Variation V",4,60973,False,0.379,0.135,3,-21.779,1,0.035,0.993,0.858,0.112,0.811,35.928,3,Classical
1lOhnZV1VVicEMHDEsUXVQ,Wolfgang Amadeus Mozart;Erik Smith,Mozart - Inspiring Classics,"Minuet in F, K.1d",3,79360,False,0.478,0.185,5,-16.501,1,0.037,0.693,0.907,0.0665,0.941,103.495,3,Classical
0hzWbtiRS535mA1URdFBNg,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,Mozart: A Night of Classics,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4a. Menuetto (Tema con variazioni): Tema",26,39733,False,0.625,0.173,9,-16.603,1,0.0583,0.955,0.701,0.212,0.879,116.714,4,Classical
0KnE7l9dq3OnCZU6YNjk0j,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - A Classical Dawn,"Sonata for Piano and Violin in G, K.379: 2a. Tema con variazioni: Tema",9,68666,False,0.338,0.0321,7,-26.559,1,0.0406,0.995,0.461,0.103,0.487,113.486,4,Classical
2VFQ4kS85puKOMIqWC2EJ0,Nithyasree,Onbathu Kolum & Vinayagar Hits,Lambhodharaya,31,490706,False,0.703,0.467,9,-7.498,1,0.0335,0.653,0.0,0.096,0.565,131.915,4,Classical
1avIiKDpAfOuDqEh1DrLCs,Joseph Haydn;Manuel Blanco;Josep Pons;Orquesta Nacional De España,Classical Running,"Trumpet Concerto in E Flat, H.VIIe/1: 3. Finale. Allegro",0,278760,False,0.528,0.143,3,-20.056,1,0.0437,0.964,0.897,0.0623,0.423,136.278,4,Classical
6OG6Ua0DAqKQ4oHC5PQX0n,"Wolfgang Amadeus Mozart;Vladimir Horowitz;Orchestra Del Teatro Alla Scala, Milano;Carlo Maria Giulini",Classical Running,"Piano Concerto No. 23 in A, K.488: III. Allegro assai",0,472333,False,0.349,0.139,9,-19.982,1,0.0347,0.992,0.898,0.113,0.342,134.946,4,Classical
4lvfOnCUxyT3aKKamZ3WXu,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 11. Variation X",6,41893,False,0.212,0.221,0,-20.543,1,0.0454,0.98,0.96,0.149,0.425,148.759,5,Classical
3mEVIUMXrkT9Gj4fFp7kz7,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: II. Allegro",1,154320,False,0.23,0.103,1,-20.868,0,0.0326,0.741,0.712,0.125,0.239,80.266,1,Classical
0nYMb778ovxnWom3HfB48T,Bhimsen Joshi;Vasantrao Deshpande,Bholi Bhabdi,Taal Bole Chipalia,30,220880,False,0.47,0.303,5,-17.47,1,0.0532,0.986,0.814,0.11,0.515,88.114,4,Classical
131JOBPzeOFhqUEh5VCU5m,Sheku Kanneh-Mason;CBSO Cellos,Christmas Dinner,Song of the Birds (Arr. Casals),0,173908,False,0.194,0.145,9,-23.039,0,0.0557,0.967,0.717,0.35,0.037,80.3,3,Classical
0Hk2PNJ4Ac4q9g72MSoqi7,Dream Theater,Metal,Under a Glass Moon,0,423240,False,0.506,0.853,1,-9.989,0,0.0488,5.61e-05,0.097,0.347,0.594,145.691,4,Classical
7IDaLz6aKLJBDiI2SGyU69,Frédéric Chopin;Bruce Liu,Classical Running,"Variations on ""Là ci darem la mano"" from Mozart's Don Giovanni, Op. 2: Coda. Alla Polacca - Live",0,235253,False,0.323,0.204,10,-23.955,1,0.0322,0.985,0.891,0.693,0.292,110.262,4,Classical
0KMayG55Y3QCYK2Yxq7qj7,Ludwig van Beethoven;Murray Perahia,Clásica para los niños de hoy,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",0,316440,False,0.146,0.00241,1,-40.843,0,0.0434,0.995,0.945,0.113,0.0973,166.462,3,Classical
7xfSCgVOkQJhVxnqzepATH,Ludwig van Beethoven;Luke Woodapple,Peaceful Moments (One Hour of Relaxing Instrumentals),"Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)",59,294883,False,0.216,0.199,1,-20.583,0,0.044,0.991,0.916,0.095,0.339,178.876,3,Classical
19L4q6RZGQBAM4MGnqQx7R,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 12, Chopin (Live in Japan, 2022)",0,70653,False,0.345,0.024,5,-31.974,0,0.0346,0.994,0.912,0.112,0.12,66.09,5,Classical
6WgG5Lq7qCWjzrdOScRCzJ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: V. Finale (Live in Japan, 2022)",0,251133,False,0.341,0.146,10,-21.088,1,0.0324,0.994,0.901,0.149,0.343,79.824,4,Classical
2am9i1Rq2n0LiJmyX5nqXO,Joep Beving,Weihnachten Klassik 2022,"Sinfonia (After Bach, BWV 248)",0,280500,False,0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3,Classical
2vu9K6AL2g5OpPOuuu3oUY,Sikkil Gurucharan,Tiruppaavai,Maargazhi Tingal,38,127712,False,0.707,0.606,2,-9.232,1,0.089,0.615,0.0,0.0896,0.918,89.911,4,Classical
2xtRlDiWDZw7B6JsdIdaER,Dominique Charpentier,Ouroboros,Ouroboros,54,150000,False,0.323,0.105,0,-21.784,1,0.0339,0.936,0.929,0.108,0.186,167.407,3,Classical
1NxpH2Gr20TRcFWXAa9HNO,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 3, Arlequin (Live in Japan, 2022)",0,44680,False,0.689,0.0766,10,-22.061,1,0.073,0.996,0.812,0.128,0.675,108.932,5,Classical
4crcsWIqJfKIRuLVwsBbts,Wolfgang Amadeus Mozart;Florian Reider,Piano Snippets - National Anthems,National Anthem - Austria,0,32996,False,0.634,0.124,7,-19.991,1,0.113,0.989,0.944,0.121,0.769,81.842,3,Classical
4j63MsY1JhofTuai9FwWb3,Pyotr Ilyich Tchaikovsky;Una Bourne,"Mozart, Liszt & Others: Piano Works","2 Pieces for Piano, Op. 10, TH 132: No. 2, Humoresque. Allegretto scherzando",0,140573,False,0.372,0.252,7,-21.368,1,0.0508,0.995,0.851,0.104,0.194,93.599,3,Classical
2B1MmCSzH8MRj6kIImsgbq,Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Mentre gonfiarsi l'anima,0,155788,False,0.232,0.246,5,-12.142,1,0.0366,0.976,0.902,0.13,0.183,103.736,3,Classical
0MYj1nOG7eopN3sVrGXEmU,Wolfgang Amadeus Mozart;Danielle Laval,Mozart: A Night of Classics,"8 Variations on ‘Ein Weib ist das herrlichste Ding’ by B. Schack in F, K.613: 1. Theme",8,84317,False,0.496,0.0441,5,-24.634,1,0.0577,0.996,0.956,0.128,0.541,135.118,3,Classical
50Z1dnx4GXuswssseb3cRx,Mambalam Sisters,Rama Bhakthi Samrajyam - Sri Rama Naama Sankeerthanam,Slokam,32,66533,False,0.606,0.305,11,-7.478,0,0.0426,0.903,0.0,0.157,0.503,85.976,4,Classical
5Ib5W64RwrPCN3bnRO4C2W,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",0,59653,False,0.376,0.129,6,-23.677,0,0.0397,0.993,0.899,0.142,0.561,56.596,4,Classical
0sdKX3AQM33b3aO8QW4li6,The Piano Lover,Hold My Hand,Hold My Hand,46,190000,False,0.32,0.0296,4,-22.273,0,0.0386,0.993,0.96,0.0798,0.142,175.971,3,Classical
